,carat,price,cut
1046,0.34,1272,Ideal
1047,0.3,863,Ideal
1048,0.31,507,Ideal
1049,0.96,4535,Good
1050,1.07,5424,Premium
1051,0.41,719,Premium
1052,0.8,3913,Ideal
1053,0.35,906,Ideal
1054,0.9,6124,Good
1055,0.52,1175,Very Good
1056,0.7,2375,Ideal
1057,0.4,1008,Very Good
1058,0.73,2278,Ideal
1059,0.56,1915,Ideal
1060,0.31,942,Ideal
1061,0.91,2905,Very Good
1062,1.02,5346,Ideal
1063,1.04,6177,Very Good
1064,0.93,4218,Ideal
1065,0.53,2175,Very Good
1066,0.7,2673,Premium
1067,0.34,995,Ideal
1068,0.75,2902,Ideal
1069,0.42,717,Premium
1070,0.37,957,Premium
1071,1.59,10832,Ideal
1072,1.08,5014,Very Good
1073,1.25,6300,Premium
1074,0.3,581,Very Good
1075,0.3,450,Ideal
1076,1.02,6659,Very Good
1077,0.41,904,Ideal
1078,0.31,802,Ideal
1079,0.7,2592,Premium
1080,1.23,10035,Very Good
1081,1.5,6048,Premium
1082,0.35,956,Premium
1083,1.17,5831,Premium
1084,0.33,743,Premium
1085,1.03,4582,Ideal
1086,1.01,5864,Premium
1087,0.46,1299,Ideal
1088,0.53,844,Ideal
1089,0.54,1760,Premium
1090,0.99,2812,Fair
1091,0.9,4022,Good
1092,2.01,7024,Good
1093,0.23,499,Very Good
1094,0.41,1019,Very Good
1095,0.3,394,Very Good
1096,1.0,8124,Premium
1097,1.0,5239,Ideal
1098,1.7,10501,Premium
1099,0.43,1659,Premium
1100,2.02,12929,Good
1101,0.57,1403,Very Good
1102,0.57,1247,Ideal
1103,0.31,698,Good
1104,0.42,896,Ideal
1105,0.41,863,Ideal
1106,1.51,12261,Premium
1107,1.01,4743,Good
1108,0.91,2832,Very Good
1109,1.51,7519,Good
1110,1.01,4194,Ideal
1111,0.31,515,Ideal
1112,0.72,2361,Good
1113,0.72,3420,Very Good
1114,0.9,3519,Good
1115,0.32,756,Good
1116,0.52,1210,Ideal
1117,2.18,17473,Premium
1118,0.7,2648,Ideal
1119,0.55,1297,Ideal
1120,2.0,12987,Premium
1121,0.92,3215,Ideal
1122,1.55,11869,Ideal
1123,1.5,3179,Good
1124,0.57,2164,Ideal
1125,0.51,1406,Ideal
1126,0.7,1764,Premium
1127,0.52,1389,Very Good
1128,0.51,1356,Ideal
1129,1.5,14372,Premium
1130,0.31,573,Good
1131,1.01,4666,Premium
1132,1.31,6484,Ideal
1133,1.24,5311,Premium
1134,1.55,14220,Ideal
1135,0.77,3488,Very Good
1136,0.51,2056,Very Good
1137,1.0,9492,Very Good
1138,1.01,4023,Very Good
1139,3.0,6512,Very Good
1140,0.71,2543,Very Good
1141,1.51,11560,Very Good
1142,1.31,11531,Ideal
1143,0.31,707,Premium
1144,0.72,2993,Ideal
1145,0.71,2226,Ideal
1146,0.7,2874,Premium
1147,0.32,972,Ideal
1148,0.32,900,Ideal
1149,1.15,7175,Very Good
1150,0.3,956,Ideal
1151,1.73,7847,Good
1152,1.74,15847,Ideal
1153,0.3,675,Premium
1154,0.7,3199,Ideal
1155,1.01,4821,Ideal
1156,0.91,4108,Very Good
1157,0.51,1661,Ideal
1158,0.41,683,Premium
1159,0.71,2345,Premium
1160,0.54,1687,Premium
1161,0.42,653,Good
1162,0.5,1433,Good
1163,0.9,3508,Fair
1164,0.61,2833,Ideal
1165,1.52,10214,Premium
1166,0.35,491,Ideal
1167,0.75,2631,Premium
1168,0.58,1865,Ideal
1169,0.32,756,Premium
1170,0.41,811,Ideal
1171,0.43,1207,Premium
1172,1.51,12829,Fair
1173,1.21,9656,Very Good
1174,1.01,4298,Very Good
1175,0.73,2371,Premium
1176,0.29,522,Very Good
1177,1.0,5154,Premium
1178,0.51,1682,Ideal
1179,0.75,2717,Good
1180,0.33,579,Premium
1181,1.21,6727,Ideal
1182,0.41,1076,Premium
1183,0.51,1100,Ideal
1184,0.31,871,Ideal
1185,1.02,5683,Ideal
1186,1.03,10619,Ideal
1187,0.38,983,Ideal
1188,1.5,5645,Fair
1189,0.8,2502,Very Good
1190,0.41,1431,Ideal
1191,0.3,776,Ideal
1192,1.01,7465,Premium
1193,1.0,5880,Ideal
1194,0.3,526,Very Good
1195,1.21,5746,Premium
1196,1.02,5257,Premium
1197,0.34,880,Ideal
1198,0.3,526,Ideal
1199,0.71,2006,Premium
1200,0.37,606,Ideal
1201,1.63,12155,Ideal
1202,0.5,1436,Good
1203,1.0,6272,Premium
1204,0.42,910,Very Good
1205,0.7,1899,Good
1206,0.32,533,Very Good
1207,0.57,2615,Ideal
1208,0.34,626,Ideal
1209,0.7,2576,Ideal
1210,0.3,911,Premium
1211,0.41,935,Ideal
1212,1.0,4984,Fair
1213,0.9,4209,Premium
1214,1.37,7951,Premium
1215,0.41,1015,Premium
1216,0.32,1171,Very Good
1217,1.09,3890,Very Good
1218,1.01,4685,Ideal
1219,1.0,4028,Good
1220,1.24,5046,Very Good
1221,1.16,4028,Ideal
1222,0.52,1793,Ideal
1223,0.92,3618,Very Good
1224,0.3,421,Very Good
1225,0.81,3160,Ideal
1226,0.8,2749,Ideal
1227,1.3,7054,Ideal
1228,0.42,722,Good
1229,2.0,15076,Very Good
1230,1.63,14404,Very Good
1231,0.68,4325,Ideal
1232,0.38,916,Ideal
1233,1.0,4435,Very Good
1234,0.33,1114,Ideal
1235,0.6,1996,Premium
1236,1.5,7211,Very Good
1237,1.02,6509,Ideal
1238,0.31,652,Ideal
1239,0.79,3185,Ideal
1240,1.0,4844,Good
1241,0.56,1243,Ideal
1242,0.32,591,Premium
1243,0.8,2363,Good
1244,0.51,1634,Very Good
1245,0.7,2881,Ideal
1246,1.58,9457,Ideal
1247,0.3,844,Premium
1248,0.51,1443,Ideal
1249,0.5,1407,Very Good
1250,0.52,2105,Ideal
1251,0.37,1003,Very Good
1252,1.26,8574,Ideal
1253,1.51,16688,Ideal
1254,0.9,4435,Premium
1255,0.32,972,Ideal
1256,0.33,1114,Ideal
1257,0.34,626,Ideal
1258,1.31,10243,Ideal
1259,0.7,2536,Premium
1260,2.01,12681,Good
1261,1.01,3886,Fair
1262,1.35,9580,Premium
1263,1.0,3906,Good
1264,1.01,5461,Very Good
1265,0.83,2990,Premium
1266,0.56,1814,Ideal
1267,0.76,4798,Very Good
1268,1.5,9408,Premium
1269,1.71,16384,Ideal
1270,1.55,9045,Fair
1271,1.15,5139,Premium
1272,0.3,675,Very Good
1273,0.41,961,Ideal
1274,0.42,723,Very Good
1275,0.65,4022,Ideal
1276,0.31,677,Ideal
1277,0.31,733,Ideal
1278,0.71,2104,Good
1279,0.58,1324,Ideal
1280,0.4,1080,Good
1281,0.9,6872,Very Good
1282,0.3,776,Premium
1283,0.34,626,Ideal
1284,0.41,1018,Very Good
1285,1.86,13420,Premium
1286,1.01,4207,Very Good
1287,0.54,2090,Ideal
1288,1.52,9193,Premium
1289,1.14,5763,Ideal
1290,0.9,4187,Good
1291,0.71,1409,Fair
1292,1.51,10838,Very Good
1293,0.29,815,Ideal
1294,1.05,4604,Ideal
1295,0.61,3248,Ideal
1296,0.74,3178,Ideal
1297,0.32,781,Ideal
1298,0.47,844,Good
1299,0.91,3642,Ideal
1300,0.78,3019,Premium
1301,0.55,1185,Premium
1302,0.81,3257,Ideal
1303,0.5,2052,Premium
1304,0.3,684,Very Good
1305,1.02,11573,Ideal
1306,0.84,4325,Ideal
1307,1.5,8580,Good
1308,1.03,4764,Premium
1309,0.3,394,Good
1310,0.25,480,Very Good
1311,0.9,3734,Good
1312,0.43,1264,Ideal
1313,1.53,12499,Premium
1314,0.7,2423,Ideal
1315,0.41,876,Premium
1316,0.56,2066,Ideal
1317,1.54,9942,Ideal
1318,0.3,526,Premium
1319,1.01,4221,Good
1320,0.3,651,Ideal
1321,1.01,4886,Ideal
1322,1.44,10967,Very Good
1323,0.31,789,Ideal
1324,0.7,1603,Very Good
1325,0.31,707,Ideal
1326,0.41,1243,Ideal
1327,1.02,4373,Very Good
1328,0.95,3335,Very Good
1329,0.81,3338,Ideal
1330,0.42,773,Very Good
1331,1.04,4190,Very Good
1332,0.55,2268,Ideal
1333,1.0,5197,Premium
1334,1.01,3959,Premium
1335,1.5,12468,Ideal
1336,1.01,3349,Good
1337,1.23,4649,Premium
1338,0.5,1629,Premium
1339,0.27,490,Ideal
1340,1.12,5291,Ideal
1341,1.52,12958,Premium
1342,2.19,14819,Very Good
1343,2.04,18115,Premium
1344,0.71,3321,Ideal
1345,0.52,1689,Very Good
1346,0.24,485,Very Good
1347,1.01,5559,Premium
1348,0.55,1370,Very Good
1349,1.0,3640,Good
1350,1.02,4189,Ideal
1351,1.42,7773,Ideal
1352,0.72,2931,Very Good
1353,1.01,6759,Premium
1354,0.33,1289,Ideal
1355,0.33,1052,Ideal
1356,1.2,9873,Premium
1357,0.57,3057,Ideal
1358,0.9,4531,Ideal
1359,0.81,2926,Premium
1360,0.75,2500,Very Good
1361,0.74,3804,Ideal
1362,0.38,1915,Ideal
1363,0.7,2318,Very Good
1364,0.7,2370,Good
1365,0.52,2467,Premium
1366,1.01,3461,Good
1367,0.73,4372,Ideal
1368,0.38,1176,Ideal
1369,0.96,4462,Premium
1370,0.31,628,Premium
1371,0.39,1065,Very Good
1372,0.53,2031,Ideal
1373,1.5,8662,Very Good
1374,0.31,828,Ideal
1375,1.2,5913,Good
1376,0.28,598,Ideal
1377,0.31,628,Ideal
1378,0.46,859,Very Good
1379,0.3,878,Ideal
1380,0.33,838,Ideal
1381,2.0,6854,Good
1382,0.59,1419,Ideal
1383,1.01,3655,Good
1384,0.32,898,Ideal
1385,0.78,1720,Good
1386,0.5,1688,Very Good
1387,0.36,888,Ideal
1388,0.32,972,Ideal
1389,1.32,11419,Ideal
1390,1.19,3998,Premium
1391,0.83,3393,Premium
1392,1.2,5280,Good
1393,1.06,6823,Very Good
1394,0.33,705,Premium
1395,0.9,3387,Fair
1396,0.56,1882,Ideal
1397,0.35,788,Ideal
1398,0.4,917,Ideal
1399,1.0,4702,Very Good
1400,0.99,4993,Very Good
1401,0.42,1024,Premium
1402,1.51,10088,Good
1403,0.41,1015,Ideal
1404,2.07,17614,Ideal
1405,0.51,2369,Very Good
1406,1.01,4751,Premium
1407,0.55,1593,Premium
1408,1.82,15802,Ideal
1409,1.52,8001,Premium
1410,1.71,8690,Premium
1411,0.71,3123,Ideal
1412,0.93,3047,Ideal
1413,1.27,7219,Premium
1414,1.11,4102,Very Good
1415,0.43,871,Premium
1416,0.63,1711,Ideal
1417,0.52,2153,Premium
1418,0.3,447,Very Good
1419,0.38,572,Ideal
1420,0.7,2409,Ideal
1421,1.0,4543,Very Good
1422,0.39,616,Good
1423,0.5,1624,Ideal
1424,0.7,4114,Ideal
1425,0.78,3334,Very Good
1426,0.24,608,Very Good
1427,0.41,605,Ideal
1428,0.54,1684,Ideal
1429,0.37,487,Good
1430,0.3,675,Ideal
1431,0.4,945,Good
1432,0.3,464,Ideal
1433,1.12,5363,Premium
1434,1.2,9424,Ideal
1435,0.35,552,Premium
1436,0.79,3628,Premium
1437,0.9,4173,Good
1438,1.26,5207,Premium
1439,0.4,596,Ideal
1440,0.51,1569,Ideal
1441,0.71,1993,Very Good
1442,0.7,2468,Good
1443,0.9,2823,Fair
1444,0.91,3853,Premium
1445,0.32,778,Very Good
1446,1.01,6004,Good
1447,0.38,906,Very Good
1448,0.3,752,Very Good
1449,0.35,748,Premium
1450,0.33,619,Ideal
1451,0.48,991,Good
1452,0.9,4064,Very Good
1453,0.9,2482,Very Good
1454,0.3,526,Good
1455,0.73,2559,Ideal
1456,1.0,9139,Very Good
1457,0.9,3879,Premium
1458,0.51,1781,Premium
1459,0.36,1140,Very Good
1460,0.39,911,Ideal
1461,1.45,7477,Ideal
1462,0.36,725,Ideal
1463,1.1,6146,Ideal
1464,1.5,13379,Very Good
1465,1.0,6937,Very Good
1466,0.31,1060,Ideal
1467,0.41,1079,Premium
1468,0.38,871,Very Good
1469,1.01,6956,Very Good
1470,1.26,5173,Premium
1471,1.04,4164,Premium
1472,0.43,1169,Ideal
1473,0.66,2178,Ideal
1474,2.28,14350,Good
1475,0.23,485,Very Good
1476,1.51,11917,Ideal
1477,0.5,1122,Very Good
1478,0.3,675,Premium
1479,0.31,877,Ideal
1480,0.92,3932,Premium
1481,0.55,2220,Ideal
1482,1.2,4839,Premium
1483,0.61,1877,Very Good
1484,0.56,2321,Ideal
1485,0.3,844,Premium
1486,1.11,4709,Ideal
1487,0.73,3089,Ideal
1488,0.51,1191,Ideal
1489,2.03,13182,Ideal
1490,1.03,3060,Very Good
1491,1.01,5166,Ideal
1492,0.43,975,Ideal
1493,0.46,1262,Very Good
1494,0.48,1926,Ideal
1495,1.52,11946,Ideal
1496,1.02,3998,Good
1497,0.53,1078,Ideal
1498,2.09,16210,Very Good
1499,1.05,6604,Ideal
1500,1.2,6303,Ideal
1501,0.5,1203,Ideal
1502,0.73,2858,Ideal
1503,0.3,394,Premium
1504,0.41,830,Good
1505,0.44,1196,Ideal
1506,1.01,5260,Premium
1507,1.01,3966,Very Good
1508,0.27,620,Ideal
1509,0.33,854,Ideal
1510,1.2,8829,Very Good
1511,1.6,11170,Very Good
1512,1.06,7079,Very Good
1513,1.2,12787,Premium
1514,0.42,722,Good
1515,0.51,1100,Very Good
1516,0.64,2238,Ideal
1517,0.38,744,Ideal
1518,0.7,2021,Very Good
1519,1.01,4274,Good
1520,0.9,4152,Premium
1521,0.31,816,Premium
1522,0.61,1308,Premium
1523,0.9,3730,Premium
1524,0.9,3205,Fair
1525,0.53,1956,Ideal
1526,1.58,11786,Premium
1527,1.32,5958,Premium
1528,0.9,3898,Very Good
1529,0.4,966,Premium
1530,0.74,2947,Ideal
1531,0.51,1882,Ideal
1532,0.3,776,Premium
1533,0.38,602,Ideal
1534,0.58,1667,Very Good
1535,1.63,8900,Premium
1536,0.7,3185,Ideal
1537,0.3,526,Very Good
1538,0.54,1410,Ideal
1539,1.71,10309,Ideal
1540,2.02,14498,Very Good
1541,0.71,2863,Premium
1542,0.32,744,Very Good
1543,1.61,7636,Very Good
1544,0.71,2974,Ideal
1545,0.3,838,Ideal
1546,1.0,4864,Very Good
1547,1.52,11168,Ideal
1548,0.26,546,Premium
1549,0.41,981,Good
1550,0.72,3951,Premium
1551,0.71,2327,Good
1552,0.54,1376,Very Good
1553,1.16,5107,Ideal
1554,0.94,4575,Ideal
1555,1.03,5234,Ideal
1556,1.14,4953,Ideal
1557,0.32,561,Premium
1558,0.9,4309,Fair
1559,1.72,15946,Premium
1560,1.08,5908,Premium
1561,1.05,2705,Very Good
1562,0.52,1576,Ideal
1563,1.1,4202,Very Good
1564,0.9,3872,Very Good
1565,0.4,705,Very Good
1566,0.59,2034,Very Good
1567,2.25,7069,Fair
1568,0.55,2362,Ideal
1569,0.39,965,Very Good
1570,0.34,1148,Ideal
1571,0.5,1746,Ideal
1572,1.0,5005,Good
1573,1.05,4241,Good
1574,1.21,6134,Ideal
1575,0.71,1774,Premium
1576,0.92,4089,Good
1577,0.2,345,Premium
1578,0.39,1362,Premium
1579,0.72,3075,Very Good
1580,1.12,9440,Premium
1581,1.16,5372,Very Good
1582,1.55,8981,Ideal
1583,0.73,2215,Ideal
1584,2.01,17570,Very Good
1585,0.32,917,Very Good
1586,1.51,7891,Very Good
1587,0.9,3730,Good
1588,0.4,1333,Ideal
1589,0.34,566,Very Good
1590,0.59,1834,Ideal
1591,0.32,730,Ideal
1592,0.46,1955,Ideal
1593,1.02,4044,Fair
1594,0.42,1024,Ideal
1595,1.52,16786,Very Good
1596,1.0,7072,Premium
1597,0.76,4504,Very Good
1598,0.53,1267,Very Good
1599,0.31,802,Ideal
1600,0.51,1781,Premium
1601,1.52,11595,Very Good
1602,0.31,816,Ideal
1603,0.34,596,Good
1604,1.06,5152,Premium
1605,0.55,2376,Premium
1606,0.97,4223,Very Good
1607,0.73,2723,Good
1608,0.62,933,Premium
1609,0.7,2401,Good
1610,1.52,11912,Very Good
1611,0.44,1081,Premium
1612,0.31,675,Very Good
1613,0.31,732,Ideal
1614,0.31,625,Premium
1615,0.91,4045,Premium
1616,1.08,7079,Premium
1617,0.41,1076,Ideal
1618,0.53,1844,Very Good
1619,0.5,1316,Very Good
1620,0.28,492,Good
1621,1.57,11523,Ideal
1622,0.71,3122,Very Good
1623,0.51,1220,Very Good
1624,0.71,2387,Ideal
1625,0.51,1882,Ideal
1626,0.92,4482,Premium
1627,0.44,1235,Ideal
1628,0.23,530,Ideal
1629,0.42,1221,Premium
1630,0.42,1315,Good
1631,1.11,7832,Premium
1632,1.21,7789,Ideal
1633,0.41,1076,Ideal
1634,0.9,3371,Very Good
1635,0.31,571,Ideal
1636,0.5,1016,Ideal
1637,0.97,3977,Very Good
1638,0.44,1155,Premium
1639,0.34,956,Premium
1640,0.91,4022,Ideal
1641,0.4,898,Good
1642,0.61,2351,Very Good
1643,0.32,936,Premium
1644,0.3,554,Good
1645,2.21,18128,Ideal
1646,0.88,5595,Ideal
1647,1.01,4072,Good
1648,1.1,6984,Ideal
1649,0.71,2313,Ideal
1650,0.43,1318,Ideal
1651,0.82,2499,Premium
1652,0.41,827,Premium
1653,0.31,571,Very Good
1654,1.0,5667,Good
1655,1.0,4649,Ideal
1656,0.9,2873,Premium
1657,0.7,2106,Very Good
1658,0.41,904,Very Good
1659,2.0,17094,Good
1660,0.5,1339,Good
1661,0.31,707,Premium
1662,0.32,780,Ideal
1663,1.05,8645,Ideal
1664,0.71,1930,Very Good
1665,0.64,3217,Ideal
1666,0.32,388,Very Good
1667,1.0,5292,Ideal
1668,0.79,2048,Good
1669,0.71,2881,Very Good
1670,0.36,1013,Ideal
1671,1.07,7273,Ideal
1672,2.23,18149,Premium
1673,0.34,596,Premium
1674,1.21,5793,Premium
1675,0.28,596,Very Good
1676,0.95,2867,Premium
1677,0.43,669,Ideal
1678,0.53,856,Ideal
1679,0.31,907,Ideal
1680,0.7,2964,Good
1681,2.1,18124,Ideal
1682,0.51,1359,Ideal
1683,0.59,1748,Very Good
1684,0.5,1220,Ideal
1685,0.4,868,Ideal
1686,2.0,16872,Very Good
1687,1.39,7991,Premium
1688,0.3,421,Very Good
1689,1.25,8901,Good
1690,0.71,2448,Very Good
1691,2.02,15498,Premium
1692,0.5,1629,Ideal
1693,0.7,2161,Good
1694,0.32,624,Premium
1695,1.5,15291,Premium
1696,1.13,7751,Premium
1697,1.01,7522,Premium
1698,0.37,703,Ideal
1699,1.31,6921,Premium
1700,1.05,6810,Ideal
1701,0.31,942,Premium
1702,0.26,597,Very Good
1703,2.01,18572,Good
1704,0.6,2347,Ideal
1705,1.1,4356,Very Good
1706,1.05,5468,Premium
1707,1.14,5003,Ideal
1708,0.32,688,Ideal
1709,0.71,2087,Good
1710,0.36,537,Ideal
1711,1.0,4077,Fair
1712,1.54,13846,Ideal
1713,0.7,2818,Premium
1714,0.51,1875,Ideal
1715,0.72,3012,Ideal
1716,1.01,6407,Good
1717,0.33,666,Premium
1718,0.32,756,Premium
1719,0.3,799,Ideal
1720,0.58,1586,Premium
1721,1.54,15983,Premium
1722,1.72,7840,Ideal
1723,0.72,3502,Ideal
1724,0.38,1069,Premium
1725,0.6,2099,Ideal
1726,1.0,6261,Ideal
1727,0.7,2163,Ideal
1728,1.11,7623,Premium
1729,2.51,18020,Premium
1730,0.32,561,Ideal
1731,0.5,1243,Ideal
1732,1.74,12720,Ideal
1733,0.32,756,Ideal
1734,0.7,2591,Good
1735,1.13,4303,Ideal
1736,0.51,1434,Good
1737,1.55,11011,Ideal
1738,1.04,7041,Premium
1739,1.21,7996,Ideal
1740,0.34,749,Ideal
1741,0.3,533,Very Good
1742,0.4,1323,Ideal
1743,0.33,1114,Premium
1744,0.4,1111,Very Good
1745,1.01,4072,Good
1746,1.26,7230,Ideal
1747,0.42,1389,Ideal
1748,0.31,891,Ideal
1749,0.31,707,Very Good
1750,0.78,3343,Ideal
1751,0.75,3046,Very Good
1752,0.34,765,Ideal
1753,0.32,720,Ideal
1754,1.09,5951,Premium
1755,0.3,447,Very Good
1756,0.4,717,Good
1757,0.9,4685,Very Good
1758,0.43,1016,Ideal
1759,0.34,952,Ideal
1760,0.34,956,Ideal
1761,0.39,654,Ideal
1762,0.9,3875,Fair
1763,0.42,921,Ideal
1764,0.33,698,Ideal
1765,0.31,749,Good
1766,1.64,12555,Very Good
1767,0.71,3205,Fair
1768,0.41,755,Premium
1769,0.9,3324,Very Good
1770,0.3,605,Very Good
1771,0.42,1389,Ideal
1772,1.53,9315,Ideal
1773,0.95,3558,Ideal
1774,0.53,1417,Ideal
1775,0.31,732,Ideal
1776,0.3,368,Premium
1777,1.51,5801,Fair
1778,0.4,1050,Premium
1779,0.31,828,Ideal
1780,0.74,1963,Ideal
1781,0.71,3252,Ideal
1782,1.0,4541,Good
1783,0.59,1793,Ideal
1784,1.01,3899,Premium
1785,0.3,709,Very Good
1786,0.7,2107,Ideal
1787,1.5,7177,Good
1788,0.45,1091,Premium
1789,1.9,10885,Premium
1790,0.71,3421,Ideal
1791,1.5,9173,Premium
1792,0.6,1738,Premium
1793,0.76,4150,Ideal
1794,1.25,6468,Ideal
1795,0.71,2266,Very Good
1796,0.32,720,Premium
1797,0.33,868,Very Good
1798,0.26,468,Good
1799,0.32,648,Premium
1800,0.71,2863,Premium
1801,0.51,1759,Ideal
1802,0.34,2160,Fair
1803,2.04,7403,Premium
1804,1.1,4805,Premium
1805,0.35,706,Ideal
1806,1.5,14199,Ideal
1807,0.56,1819,Ideal
1808,1.41,11269,Premium
1809,0.28,489,Very Good
1810,0.3,684,Good
1811,0.23,505,Very Good
1812,0.51,1859,Ideal
1813,1.5,10819,Premium
1814,1.34,5358,Ideal
1815,1.01,4355,Very Good
1816,0.39,698,Ideal
1817,1.02,9498,Very Good
1818,0.4,945,Premium
1819,0.44,850,Very Good
1820,1.51,8464,Good
1821,0.51,1435,Ideal
1822,1.5,8870,Premium
1823,0.9,4103,Ideal
1824,0.3,1013,Premium
1825,1.0,3348,Fair
1826,0.23,536,Ideal
1827,0.3,766,Ideal
1828,0.5,1104,Ideal
1829,0.32,1080,Premium
1830,1.04,3780,Premium
1831,1.01,4899,Good
1832,0.4,644,Ideal
1833,1.2,4636,Very Good
1834,0.42,1035,Ideal
1835,1.71,17009,Ideal
1836,0.71,1821,Premium
1837,0.42,626,Very Good
1838,1.47,6742,Premium
1839,0.41,1121,Ideal
1840,1.07,6002,Very Good
1841,0.64,1967,Ideal
1842,0.71,2492,Very Good
1843,0.77,2665,Good
1844,0.4,990,Premium
1845,0.55,1676,Very Good
1846,0.71,2428,Good
1847,0.92,3282,Premium
1848,1.14,4916,Ideal
1849,1.21,4791,Very Good
1850,0.5,1337,Very Good
1851,0.55,1374,Premium
1852,0.34,695,Ideal
1853,1.16,5805,Ideal
1854,0.79,2726,Premium
1855,0.7,2737,Premium
1856,0.57,2656,Ideal
1857,0.33,971,Ideal
1858,0.7,2862,Premium
1859,0.35,1247,Ideal
1860,0.59,1941,Ideal
1861,0.38,871,Very Good
1862,1.14,6753,Ideal
1863,0.5,1845,Ideal
1864,0.79,3413,Ideal
1865,2.0,15984,Premium
1866,1.02,7197,Premium
1867,1.01,4853,Ideal
1868,0.3,670,Ideal
1869,0.46,2139,Good
1870,1.0,5824,Ideal
1871,2.03,12765,Very Good
1872,0.44,733,Good
1873,0.7,2843,Very Good
1874,0.35,601,Good
1875,1.02,5038,Premium
1876,1.22,9920,Ideal
1877,1.35,4627,Fair
1878,0.35,798,Very Good
1879,0.36,1102,Premium
1880,0.53,2340,Ideal
1881,0.55,1551,Very Good
1882,0.57,1218,Premium
1883,0.38,1027,Ideal
1884,0.44,1334,Ideal
1885,1.2,14033,Ideal
1886,0.36,565,Ideal
1887,0.42,1216,Ideal
1888,0.92,5390,Good
1889,0.5,1090,Very Good
1890,1.29,9273,Ideal
1891,2.27,17051,Good
1892,0.38,581,Very Good
1893,0.3,475,Ideal
1894,0.3,949,Ideal
1895,1.06,4238,Premium
1896,0.53,1318,Good
1897,1.51,10655,Premium
1898,2.03,11172,Ideal
1899,1.0,4042,Good
1900,0.32,1008,Ideal
1901,0.91,2048,Very Good
1902,1.02,6909,Premium
1903,0.31,732,Very Good
1904,0.51,1787,Ideal
1905,2.18,13812,Very Good
1906,0.51,1656,Ideal
1907,0.47,1163,Ideal
1908,0.7,2492,Ideal
1909,1.02,5432,Premium
1910,0.84,3316,Good
1911,0.9,3175,Premium
1912,1.3,7087,Very Good
1913,1.24,4791,Premium
1914,0.51,2035,Premium
1915,0.5,1694,Very Good
1916,1.54,10314,Premium
1917,0.7,2263,Very Good
1918,1.03,3692,Ideal
1919,0.8,3954,Very Good
1920,1.1,8020,Very Good
1921,0.72,3274,Ideal
1922,0.5,1436,Very Good
1923,1.12,4312,Very Good
1924,1.13,5050,Ideal
1925,0.42,1031,Very Good
1926,0.7,2607,Ideal
1927,0.4,1125,Ideal
1928,1.09,4578,Premium
1929,1.27,5008,Ideal
1930,0.31,625,Premium
1931,0.91,4238,Premium
1932,0.31,489,Good
1933,0.71,2839,Premium
1934,0.52,2012,Premium
1935,1.03,5037,Premium
1936,1.21,7513,Ideal
1937,0.53,1682,Very Good
1938,0.5,1078,Fair
1939,0.58,1911,Ideal
1940,1.01,5416,Good
1941,1.11,4523,Good
1942,0.61,1437,Very Good
1943,0.32,828,Ideal
1944,1.0,4704,Premium
1945,1.3,6149,Very Good
1946,0.72,3176,Ideal
1947,0.75,2968,Very Good
1948,0.62,1841,Premium
1949,0.6,1554,Very Good
1950,0.5,1436,Very Good
1951,0.92,4420,Premium
1952,0.32,427,Ideal
1953,0.95,6951,Ideal
1954,1.22,7105,Premium
1955,1.2,6324,Ideal
1956,0.58,1156,Fair
1957,1.0,7260,Good
1958,1.0,8002,Very Good
1959,0.53,1721,Ideal
1960,1.04,6166,Very Good
1961,0.51,1599,Ideal
1962,0.76,2026,Ideal
1963,1.09,4120,Premium
1964,0.43,792,Very Good
1965,0.57,1058,Premium
1966,1.29,9105,Very Good
1967,0.56,1653,Premium
1968,1.21,4754,Very Good
1969,0.26,635,Ideal
1970,1.01,4619,Very Good
1971,0.41,1431,Ideal
1972,0.43,1064,Premium
1973,0.3,526,Ideal
1974,1.0,4200,Ideal
1975,0.41,1076,Ideal
1976,0.54,1939,Premium
1977,0.9,3057,Good
1978,1.16,9901,Ideal
1979,0.28,828,Premium
1980,2.01,16149,Premium
1981,1.1,6621,Ideal
1982,0.3,694,Ideal
1983,0.55,1228,Ideal
1984,1.24,2994,Premium
1985,1.58,8887,Premium
1986,0.52,1668,Ideal
1987,1.01,9955,Very Good
1988,0.51,1619,Premium
1989,0.33,702,Ideal
1990,0.7,2268,Good
1991,2.06,5203,Premium
1992,0.37,1292,Ideal
1993,0.7,2250,Very Good
1994,0.36,810,Ideal
1995,0.3,605,Very Good
1996,0.46,1179,Good
1997,0.4,1043,Ideal
1998,0.34,765,Ideal
1999,0.9,4466,Very Good
2000,1.3,5962,Ideal
2001,0.32,720,Premium
2002,0.52,1822,Very Good
2003,0.3,573,Ideal
2004,0.6,2105,Ideal
2005,0.51,2501,Very Good
2006,0.4,737,Ideal
2007,1.0,4978,Very Good
2008,1.14,7171,Very Good
2009,2.01,15618,Very Good
2010,0.9,4485,Good
2011,1.22,6656,Very Good
2012,0.51,1423,Good
2013,0.31,791,Ideal
2014,0.35,567,Very Good
2015,0.31,523,Good
2016,0.51,1781,Premium
2017,0.37,487,Very Good
2018,0.31,907,Very Good
2019,0.4,982,Premium
2020,0.7,2573,Ideal
2021,0.43,1016,Premium
2022,1.24,8693,Ideal
2023,0.31,698,Premium
2024,0.52,2426,Ideal
2025,1.29,4977,Very Good
2026,0.3,886,Ideal
